id_usuario;encontrado;tiempo
67734766;false;173
24044547;false;138
87784079;false;76
14243680;false;126
84152827;false;94
36639489;false;84
21376372;false;77
91300293;false;71
70373671;false;69
21894086;false;72
14774674;false;70
37110881;false;97
24313537;false;70
59767302;false;69
71531691;false;67
65493659;false;67
2941148;false;70
88325629;false;66
96724497;false;65
96101907;false;65
44575587;false;66
42938533;false;63
84288896;false;66
52791849;false;65
96512247;false;65
8363023;false;84
11050395;false;82
1211740;false;63
22491589;false;59
76075826;false;60
77537791;false;69
41742992;false;64
64603176;false;62
32583096;false;60
2270110;false;62
90000100;false;62
23007747;false;69
98892877;false;70
62887011;false;66
20041425;false;68
44433755;false;80
11406316;false;87
14484059;false;66
73621328;false;65
69277154;false;71
37482486;false;68
94998285;false;67
52923784;false;66
61037558;false;64
38607794;false;62
41534713;false;64
54896489;false;66
93691811;false;67
54554529;false;68
96046739;false;69
9001355;false;67
27515182;false;63
57325337;false;63
54409958;false;63
80298633;false;61
62995603;false;64
68640475;false;62
75305054;false;60
37757110;false;59
88846731;false;58
75028843;false;59
4697460;false;56
83380383;false;56
56047954;false;59
23593737;false;64
76125542;false;65
83668143;false;58
20770535;false;60
57435841;false;60
43770222;false;59
94037549;false;61
90596472;false;60
64676373;false;66
3592352;false;60
5806189;false;63
34028499;false;60
93602639;false;65
98657281;false;59
35680151;false;59
98792004;false;60
23018259;false;73
83153666;false;71
74657386;false;70
97625452;false;68
35287247;false;68
43194207;false;61
71930533;false;57
75861310;false;61
36165721;false;64
81729551;false;61
68339966;false;60
15768619;false;59
32579182;false;60
12361969;false;59
57413248;false;60
7091123;false;62
83952782;false;58
74474376;false;59
58327634;false;60
57834543;false;62
73705280;false;60
66092206;false;60
18354001;false;65
89087971;false;66
1583095;false;68
9888139;false;69
22227927;false;63
41916168;false;63
93314537;false;64
69613655;false;65
84438168;false;62
53349009;false;64
44133835;false;64
19168101;false;65
37731244;false;68
4713384;false;65
45568858;false;67
29283700;false;61
80949483;false;63
84069438;false;67
12665508;false;68
61913262;false;66
42646082;false;66
85177074;false;65
85163868;false;62
76839890;false;66
95153301;false;65
98338935;false;65
8830539;false;63
54939790;false;62
77253590;false;63
42829090;false;63
69691079;false;64
84091581;false;64
76475723;false;64
82857313;false;68
27546597;false;66
72649937;false;65
59412451;false;66
72851783;false;62
62767517;false;62
72694285;false;63
69216903;false;65
72802418;false;65
48806385;false;66
1854079;false;70
94683394;false;66
45364152;false;63
95439271;false;64
20544001;false;66
76254597;false;66
89842929;false;65
50002714;false;64
11331888;false;65
29206389;false;62
61975723;false;64
79375899;false;67
16712143;false;64
95021091;false;59
26252656;false;58
53417634;false;63
79985231;false;58
47709620;false;58
80604548;false;63
14227580;false;70
31947222;false;68
98786336;false;75
54159244;false;74
3027585;false;70
84768636;false;58
75336205;false;62
64821739;false;57
74657582;false;58
33307254;false;58
60831354;false;59
43082066;false;58
78351732;false;59
49615488;false;59
5667372;false;58
55809926;false;59
40760181;false;62
70737650;false;57
71022623;false;66
77703154;false;60
65146429;false;60
