id_usuario;encontrado;tiempo
82181276;false;88
23339354;false;88
40641831;false;88
37961961;false;88
66594468;false;88
32940778;false;88
65015868;false;88
46119309;false;88
32770791;false;88
80317669;false;88
58202732;false;88
26464286;false;88
30004615;false;88
84452253;false;88
8823186;false;88
57058730;false;88
44083345;false;88
42766148;false;88
31435569;false;88
71406492;false;88
1882738;false;88
8476935;false;88
23408558;false;88
76008671;false;88
43241466;false;88
77240146;false;88
97191815;false;88
37807850;false;88
30914524;false;88
3629610;false;88
56285369;false;88
686084;false;88
55614604;false;88
55713078;false;88
71837824;false;88
56405683;false;88
56371375;false;88
94254219;false;88
74447197;false;88
20535079;false;88
26623227;false;88
38259748;false;88
46356497;false;88
62092738;false;88
92389173;false;88
6393210;false;88
5996468;false;88
99840291;false;88
17745486;false;88
36090246;false;88
39360676;false;88
17994808;false;88
47514071;false;88
39768758;false;88
33159702;false;88
80123239;false;88
67710175;false;88
49111798;false;88
5696377;false;88
54350933;false;88
46124263;false;88
9539303;false;88
51311946;false;88
72070697;false;88
78497819;false;88
83837786;false;88
13351712;false;88
14512745;false;88
55620596;false;88
47951900;false;88
32755607;false;88
35706460;false;88
15293177;false;88
25723644;false;88
17559225;false;88
95493804;false;88
59998786;false;88
91689005;false;88
4625369;false;88
4697460;false;88
84834765;false;88
5244072;false;88
17983277;false;88
80347014;false;88
95900882;false;88
7008568;false;88
56067016;false;88
59767302;false;88
53872095;false;88
53566051;false;88
40650402;false;88
41513298;false;88
14171424;false;88
85777138;false;88
89153845;false;88
89241751;false;88
88050090;false;88
66524168;false;88
81760679;false;88
57433820;false;88
18710549;false;88
1891650;false;88
6308218;false;88
13765442;false;88
46364508;false;88
61830232;false;88
22027096;false;88
24576298;false;88
28652222;false;88
49967069;false;88
8028658;false;88
1823152;false;88
8786622;false;88
7140244;false;88
93380852;false;88
74568608;false;88
91502096;false;88
88268731;false;88
41880859;false;88
57433586;false;88
68708509;false;88
35318811;false;88
37339298;false;88
79561907;false;88
70063204;false;88
53925860;false;88
56576070;false;88
12849459;false;88
61865069;false;88
46346700;false;88
27960453;false;88
62947629;false;88
63313810;false;88
19632276;false;88
53479503;false;88
72491990;false;88
12661673;false;88
35786542;false;88
76070996;false;88
63996691;false;88
94964185;false;88
67568555;false;88
86072522;false;88
36548613;false;88
49508150;false;88
66165369;false;88
66586366;false;88
86422443;false;88
2689515;false;88
45175317;false;88
53994873;false;88
29815004;false;88
20411045;false;88
36670244;false;88
80626615;false;88
77678168;false;88
49112674;false;88
30307307;false;88
36284258;false;88
41524258;false;88
13779385;false;88
71968126;false;88
23489092;false;88
3503403;false;88
99364907;false;88
31814879;false;88
45579269;false;88
14696834;false;88
34095554;false;88
3640459;false;88
58996142;false;88
33401149;false;88
77209277;false;88
86294710;false;88
72081930;false;88
68403538;false;88
56182749;false;88
79814631;false;88
55712655;false;88
15785471;false;88
54695931;false;88
98523564;false;88
83589118;false;88
85619640;false;88
19280931;false;88
14760065;false;88
24026363;false;88
44202902;false;88
85727410;false;88
48574468;false;88
15607700;false;88
3400992;false;88
47019334;false;88
99286081;false;88
88749675;false;88
68216912;false;88
21489694;false;88
34364145;false;88
59067889;false;88
81519942;false;88
22252188;false;88
57576586;false;88
71531691;false;88
24658253;false;88
11515444;false;88
68498661;false;88
74628559;false;88
43235625;false;88
65368875;false;88
58333944;false;88
19018930;false;88
29798316;false;88
23160624;false;88
15370302;false;88
90562270;false;88
69789022;false;88
36217711;false;88
61231683;false;88
51265949;false;88
61369143;false;88
46575194;false;88
64687223;false;88
13862393;false;88
86905009;false;88
42452584;false;88
23132370;false;88
15377787;false;88
49206143;false;88
34554600;false;88
27046452;false;88
83262152;false;88
84595813;false;88
65452590;false;88
21144467;false;88
20115210;false;88
67717336;false;88
84042557;false;88
53696157;false;88
24821814;false;88
24396372;false;88
58753091;false;88
26163849;false;88
68543244;false;88
53660830;false;88
64368355;false;88
38616389;false;88
47405209;false;88
94049593;false;88
83011304;false;88
34572298;false;88
99473949;false;88
39927186;false;88
21974416;false;88
33789265;false;88
76031570;false;88
92375936;false;88
51174702;false;89
42457824;false;89
6214965;false;89
79803050;false;89
69195131;false;89
88834580;false;89
50769867;false;89
88128462;false;89
68216800;false;89
55802145;false;89
72139485;false;89
355030;false;89
16650182;false;89
32055714;false;89
43975627;false;89
78702537;false;89
36466708;false;89
90624416;false;89
24047231;false;89
51915013;false;89
67097056;false;89
30231247;false;89
89460343;false;89
25962728;false;89
68872918;false;89
32927136;false;89
4722078;false;89
81455576;false;89
42792650;false;89
22145100;false;89
6623557;false;89
30099999;false;89
38876244;false;89
40627933;false;89
64875567;false;89
22565710;false;89
87131898;false;89
51650960;false;89
75156396;false;89
51673976;false;89
19749669;false;89
56534596;false;89
85587714;false;89
81851182;false;89
94369162;false;89
52698230;false;89
3432069;false;89
89960063;false;89
17769529;false;89
26235426;false;89
99001189;false;89
23457094;false;89
42878323;false;89
9625694;false;89
85948553;false;89
94004119;false;89
46755917;false;89
57401722;false;89
60729671;false;89
5491379;false;89
31202186;false;89
26099954;false;89
87722315;false;89
63900218;false;89
69191737;false;89
17996107;false;89
30341673;false;89
6648119;false;89
35280861;false;89
38305211;false;89
4258412;false;89
45546153;false;89
50071755;false;89
31885998;false;89
96418983;false;89
60761296;false;89
31720748;false;89
35729422;false;89
86703957;false;89
12477400;false;89
17902590;false;89
15563864;false;89
2835346;false;89
96632066;false;89
38017499;false;89
43523615;false;89
9268668;false;89
78742700;false;89
40760181;false;89
47473173;false;89
26199072;false;89
16268501;false;89
2339829;false;89
14842205;false;89
64434586;false;89
55704444;false;89
69928316;false;89
32160992;false;89
59687177;false;89
40385771;false;89
17814234;false;89
92279408;false;89
79227300;false;89
40998211;false;89
44940446;false;89
13428188;false;89
90210155;false;89
99965090;false;89
46522855;false;89
69384334;false;89
23587828;false;89
21686373;false;89
45428722;false;89
54372209;false;89
52387828;false;89
4551423;false;89
13820643;false;89
39087276;false;89
39070519;false;89
25027160;false;89
24531484;false;89
7695615;false;89
85796616;false;89
4232981;false;89
12557027;false;89
68328225;false;89
73476441;false;89
99638984;false;89
66774625;false;89
12012503;false;89
60359100;false;89
16778177;false;89
87363054;false;89
20155774;false;89
15072318;false;89
19522406;false;89
96830605;false;89
70426771;false;89
70298968;false;89
95900634;false;89
77366448;false;89
82820817;false;89
40608761;false;89
87697526;false;89
91313634;false;89
93109581;false;89
9763183;false;89
15878764;false;89
98122472;false;89
46184963;false;89
14444553;false;89
84743972;false;89
94148550;false;89
85612458;false;89
93060057;false;89
57156091;false;89
10975527;false;89
38680373;false;89
66639586;false;89
5433393;false;89
56128155;false;89
53659470;false;89
17161256;false;89
37156861;false;89
48082719;false;89
69018453;false;89
60641118;false;89
93115141;false;89
33148368;false;89
98964203;false;89
8929752;false;89
69665986;false;89
90418078;false;89
7585613;false;89
87027022;false;89
53354015;false;89
83973312;false;89
88538542;false;89
48807338;false;89
13335944;false;89
35030191;false;89
83586158;false;89
65001132;false;89
70479662;false;89
34148863;false;89
12605222;false;89
12338295;false;89
97265029;false;89
36598764;false;89
22206916;false;89
63456061;false;89
17040468;false;89
32555376;false;89
92772625;false;89
91949260;false;89
67872666;false;89
56883128;false;89
76194147;false;89
99783642;false;89
57130724;false;89
66062632;false;89
15699984;false;89
62722527;false;89
89793977;false;89
76896612;false;89
60084192;false;89
23714397;false;89
45181498;false;89
82923983;false;89
4499464;false;89
51375946;false;89
65199167;false;89
88688180;false;89
26940988;false;89
55711935;false;89
1243268;false;89
84876344;false;89
6988901;false;89
94484335;false;89
69391385;false;89
65157921;false;89
16090636;false;89
62574055;false;89
86565561;false;89
39849082;false;89
40580722;false;89
