id_usuario;encontrado;tiempo
67734766;false;111
24044547;false;130
87784079;false;82
14243680;false;112
84152827;true;135
36639489;false;187
21376372;false;80
91300293;false;81
70373671;false;79
21894086;false;89
14774674;false;86
37110881;false;90
24313537;false;83
59767302;false;117
71531691;false;202
65493659;false;137
2941148;false;87
88325629;false;77
96724497;false;80
96101907;false;76
44575587;false;84
42938533;false;88
84288896;false;97
52791849;false;134
96512247;false;187
8363023;false;105
11050395;false;91
1211740;false;74
22491589;false;91
76075826;false;87
77537791;false;138
41742992;false;146
64603176;false;200
32583096;false;152
2270110;false;83
90000100;false;90
23007747;false;85
98892877;false;79
62887011;false;94
20041425;false;79
44433755;false;97
11406316;false;146
14484059;false;176
73621328;false;86
69277154;false;77
37482486;false;75
94998285;false;85
52923784;false;77
61037558;false;80
38607794;false;88
41534713;false;91
54896489;false;169
93691811;false;193
54554529;false;77
96046739;false;77
9001355;false;85
27515182;false;86
57325337;false;75
54409958;false;87
80298633;false;93
62995603;false;104
68640475;false;189
75305054;false;141
37757110;false;75
88846731;false;86
75028843;false;88
4697460;false;76
83380383;false;74
56047954;false;92
23593737;false;82
76125542;false;110
83668143;false;189
20770535;false;155
57435841;false;84
43770222;false;75
94037549;false;77
90596472;false;75
64676373;false;75
3592352;false;95
5806189;false;76
34028499;false;122
93602639;false;273
98657281;false;83
35680151;false;80
98792004;false;87
23018259;false;79
83153666;false;75
74657386;false;89
97625452;false;83
35287247;false;108
43194207;false;193
71930533;false;150
75861310;false;76
36165721;false;79
81729551;false;78
68339966;false;99
15768619;false;83
32579182;false;96
12361969;false;82
57413248;false;111
7091123;false;231
83952782;false;81
74474376;false;82
58327634;false;77
57834543;false;77
73705280;false;84
66092206;false;75
18354001;false;110
89087971;false;88
1583095;false;168
9888139;false;183
22227927;false;88
41916168;false;75
93314537;false;76
69613655;false;84
84438168;false;87
53349009;false;85
44133835;false;77
19168101;false;91
37731244;false;185
4713384;false;165
45568858;false;90
29283700;false;78
80949483;false;75
84069438;false;89
12665508;false;84
61913262;false;98
42646082;false;81
85177074;false;123
85163868;false;179
76839890;false;149
95153301;false;122
98338935;false;108
8830539;false;98
54939790;false;77
77253590;false;89
42829090;false;98
69691079;false;179
84091581;true;94
76475723;false;115
82857313;false;79
27546597;false;78
72649937;false;76
59412451;false;80
72851783;false;76
62767517;false;89
72694285;false;82
69216903;false;120
72802418;false;180
48806385;false;140
1854079;false;75
94683394;false;81
45364152;false;84
95439271;false;110
20544001;false;74
76254597;false;92
89842929;false;87
50002714;false;164
11331888;false;151
29206389;false;82
61975723;false;76
79375899;false;78
16712143;false;77
95021091;false;82
26252656;false;75
53417634;false;96
79985231;false;89
47709620;false;147
80604548;false;108
14227580;false;85
31947222;false;77
98786336;false;78
54159244;false;83
3027585;false;85
84768636;false;94
75336205;false;82
64821739;false;106
74657582;false;100
33307254;false;176
60831354;false;102
43082066;false;75
78351732;false;78
49615488;false;84
5667372;false;88
55809926;false;80
40760181;false;122
70737650;false;145
71022623;false;189
77703154;false;94
65146429;false;105
61425562;false;86
41252461;false;90
15211598;false;85
14286824;false;93
38332365;false;94
32835388;false;95
18923017;false;84
8365925;false;136
91915585;false;141
93691197;false;78
3405111;true;39
61317407;false;92
58530750;false;76
30624242;false;76
88134837;false;80
32838874;false;82
86002516;false;93
35652659;false;98
69084123;false;159
23341747;false;92
13077885;false;86
27803732;false;94
13563316;false;99
38357891;false;101
1461552;true;71
20071740;false;79
71803538;false;97
15025078;false;99
50693205;false;163
20342745;false;127
30058536;false;89
14427357;false;87
7441629;false;77
96088575;false;77
74823243;false;79
73740364;false;90
94969444;false;95
72281684;false;90
92322907;false;106
63122744;true;126
60507051;false;79
93812407;false;88
64494432;false;75
94207243;false;88
72182076;false;78
54449367;false;76
35698899;false;82
29675506;false;76
1660735;false;92
26617425;false;81
7003539;false;173
99108060;false;131
83606289;false;101
33924150;false;75
60893461;false;82
93619043;false;85
25704081;false;92
11981056;false;79
47277208;false;98
23469125;false;77
85610822;false;124
50490908;false;88
26550966;false;80
22677546;false;85
67546937;false;85
49780183;false;80
76868610;false;76
2404844;false;98
53696157;false;79
95849699;false;91
45688619;false;84
66655939;false;100
48708248;false;90
88635052;false;81
87754460;false;75
56233683;true;40
41966448;false;75
79169597;false;76
73390288;false;83
86793687;false;86
15821438;false;78
83847327;false;75
34116817;false;88
57483836;false;87
8177225;false;103
36164757;false;105
63825712;false;78
55439940;false;80
3936910;false;81
37289190;false;75
43545707;false;79
54658328;false;76
39997528;false;90
74511526;false;101
8640883;false;91
70063204;false;84
68968811;false;96
39810787;false;76
19550491;false;81
60049674;false;75
66774625;false;83
37355715;false;75
56005359;false;78
6489251;false;75
87397776;false;83
97150848;false;87
34743899;false;95
93131463;false;100
61060889;false;114
28394598;false;93
77129257;false;84
13251677;false;127
37831631;false;139
37221148;false;106
26109208;false;90
8674581;false;93
87566687;false;86
92270065;false;127
19597702;false;87
98724875;false;88
12347564;false;94
80690494;false;88
97724022;false;82
10717158;false;81
52192149;false;83
3511226;false;75
75952160;false;88
85492711;false;88
56993947;false;119
17043060;false;95
89129903;false;85
41727558;false;77
24569179;false;75
76834846;false;82
57697249;false;88
33512983;false;91
66871319;false;105
94231410;false;101
90036111;false;86
7200854;false;103
1797224;false;84
95343344;false;79
89769636;false;75
47339808;false;85
43231216;false;88
91141335;false;75
53354015;false;75
18936778;false;82
89094479;false;88
10925466;false;96
71845926;false;86
20319235;false;80
34695965;false;76
87222761;false;79
74297416;false;83
80139734;false;79
17630359;false;80
24012504;false;77
42425943;false;88
25594153;false;96
38605891;false;79
62312573;false;83
51248600;false;83
87027704;false;87
24136080;false;93
65525465;false;92
50410208;false;79
30037322;false;108
56801768;false;76
46353388;false;83
21652821;false;79
64532528;false;115
4373225;false;140
96657464;false;97
69314751;false;97
37802138;false;87
71370055;false;81
25077744;false;93
72127490;false;82
92031303;false;92
12344081;false;75
51877958;false;91
10840471;false;95
43739210;false;101
25144445;false;86
72369349;false;135
97572727;false;108
55061648;false;110
32502072;false;99
94563616;false;106
51837144;true;0
22664127;false;96
97816290;false;93
5896394;true;25
28121404;false;95
63279612;false;99
82928083;false;85
77524265;false;94
41838546;false;89
47091394;false;95
61522656;false;89
60111583;false;96
43508195;false;107
1786759;false;100
53627245;false;97
89460343;false;93
6696068;false;89
26766100;false;102
68538279;false;86
4641247;false;103
18478077;false;100
95734449;true;63
96678877;false;109
38394860;false;110
77389155;false;120
88006083;false;114
19702129;false;98
82105739;false;78
98188394;false;78
73215129;false;124
47295694;false;85
1164505;false;107
50754085;false;98
74449687;false;97
67002075;false;90
35044373;false;75
42472004;false;92
69070547;false;117
72532050;false;129
27611911;false;108
30649604;false;91
69292557;false;76
5563370;false;81
52782215;false;86
41435645;false;76
79593271;false;85
44142595;false;98
20272330;false;94
32196793;false;77
83864777;false;77
21172762;false;84
88449596;false;82
4129946;false;76
70207861;false;84
51508450;false;76
44225962;false;86
24550375;false;94
22283675;false;79
63371373;false;77
71968126;false;88
30096630;false;91
53759968;false;85
24478601;false;95
15600900;false;79
84260439;false;82
72315163;false;88
65007677;false;80
18983205;false;92
95341672;false;94
50708411;false;90
34064430;false;93
867063;false;80
41235407;false;91
24030857;false;78
7855142;false;86
78195990;false;84
37946734;false;84
76878103;true;70
42558040;false;93
92399063;false;90
8820768;false;91
73187247;false;94
18110938;false;99
22829125;false;94
97835253;false;99
3901319;false;90
13278545;false;80
14098480;false;76
64973087;false;78
24986363;false;106
68179338;false;92
86820574;false;94
81843591;true;68
40083721;false;99
41566368;false;76
96842098;false;90
58407448;false;91
16443896;false;108
77230260;false;129
53858199;false;136
298013;false;96
60291694;false;89
53209551;false;87
1896376;false;100
66453615;true;50
14622428;false;95
87611071;false;91
70426946;false;76
33824990;false;83
75238656;false;81
90187187;false;85
95653215;false;92
11698611;false;86
88232832;false;88
93685083;false;86
47253705;false;98
36402526;false;84
92045202;true;37
59654846;false;87
87019804;false;99
69126145;false;90
70374590;false;92
6259190;false;79
29530165;false;93
95565699;false;89
90478370;false;84
