id_usuario;encontrado;tiempo
82181276;false;19
23339354;false;19
40641831;false;19
37961961;false;19
66594468;false;19
32940778;false;19
65015868;false;19
46119309;false;19
32770791;false;19
80317669;false;19
58202732;false;19
26464286;false;19
30004615;false;19
84452253;false;19
8823186;false;19
57058730;false;19
44083345;false;19
42766148;false;19
31435569;false;19
71406492;false;19
1882738;false;19
8476935;false;19
23408558;false;19
76008671;false;19
43241466;false;19
77240146;false;19
97191815;false;19
37807850;false;19
30914524;false;19
3629610;false;19
56285369;false;19
686084;false;19
55614604;false;19
55713078;false;19
71837824;false;19
56405683;false;19
56371375;false;19
94254219;false;19
74447197;false;19
20535079;false;19
26623227;false;19
38259748;false;19
46356497;false;19
62092738;false;19
92389173;false;19
6393210;false;19
5996468;false;19
99840291;false;19
17745486;false;19
36090246;false;19
39360676;false;19
17994808;false;19
47514071;false;19
39768758;false;19
33159702;false;19
80123239;false;19
67710175;false;19
49111798;false;19
5696377;false;19
54350933;false;19
46124263;false;19
9539303;false;19
51311946;false;19
72070697;false;19
78497819;false;19
83837786;false;19
13351712;false;19
14512745;false;19
55620596;false;19
47951900;false;19
32755607;false;19
35706460;false;19
15293177;false;19
25723644;false;19
17559225;false;19
95493804;false;19
59998786;false;19
91689005;false;19
4625369;false;19
4697460;false;19
84834765;false;19
5244072;false;19
17983277;false;19
80347014;false;19
95900882;false;19
7008568;false;19
56067016;false;19
59767302;false;19
53872095;false;19
53566051;false;19
40650402;false;19
41513298;false;19
14171424;false;19
85777138;false;19
89153845;false;19
89241751;false;19
88050090;false;19
66524168;false;19
81760679;false;19
57433820;false;19
18710549;false;19
1891650;false;19
6308218;false;19
13765442;false;19
46364508;false;19
61830232;false;19
22027096;false;19
24576298;false;19
28652222;false;19
49967069;false;19
8028658;false;19
1823152;false;19
8786622;false;19
7140244;false;19
93380852;false;19
74568608;false;19
91502096;false;19
88268731;false;19
41880859;false;19
57433586;false;19
68708509;false;19
35318811;false;19
37339298;false;19
79561907;false;19
70063204;false;19
53925860;false;19
56576070;false;19
12849459;false;19
61865069;false;19
46346700;false;19
27960453;false;19
62947629;false;19
63313810;false;19
19632276;false;19
53479503;false;19
72491990;false;19
12661673;false;19
35786542;false;19
76070996;false;19
63996691;false;19
94964185;false;19
67568555;false;19
86072522;false;19
36548613;false;19
49508150;false;19
66165369;false;19
66586366;false;19
86422443;false;19
2689515;false;19
45175317;false;19
53994873;false;19
29815004;false;19
20411045;false;19
36670244;false;19
80626615;false;19
77678168;false;19
49112674;false;19
30307307;false;19
36284258;false;19
41524258;false;19
13779385;false;19
71968126;false;19
23489092;false;19
3503403;false;19
99364907;false;19
31814879;false;19
45579269;false;19
14696834;false;19
34095554;false;19
3640459;false;19
58996142;false;19
33401149;false;19
77209277;false;19
86294710;false;19
72081930;false;19
68403538;false;19
56182749;false;19
79814631;false;19
55712655;false;19
15785471;false;19
54695931;false;19
98523564;false;19
83589118;false;19
85619640;false;19
19280931;false;19
14760065;false;19
24026363;false;19
44202902;false;19
85727410;false;19
48574468;false;19
15607700;false;19
3400992;false;19
47019334;false;19
99286081;false;19
88749675;false;19
68216912;false;19
21489694;false;19
34364145;false;19
59067889;false;19
81519942;false;19
22252188;false;19
57576586;false;19
71531691;false;19
24658253;false;19
11515444;false;19
68498661;false;19
74628559;false;19
43235625;false;19
65368875;false;19
58333944;false;19
19018930;false;19
29798316;false;19
23160624;false;19
15370302;false;19
90562270;false;19
69789022;false;19
36217711;false;19
61231683;false;19
51265949;false;19
61369143;false;19
46575194;false;19
64687223;false;19
13862393;false;19
86905009;false;19
42452584;false;19
23132370;false;19
15377787;false;19
49206143;false;19
34554600;false;19
27046452;false;19
83262152;false;19
84595813;false;19
65452590;false;19
21144467;false;19
20115210;false;19
67717336;false;19
84042557;false;19
53696157;false;19
24821814;false;19
24396372;false;19
58753091;false;19
26163849;false;19
68543244;false;19
53660830;false;19
64368355;false;19
38616389;false;19
47405209;false;19
94049593;false;19
83011304;false;19
34572298;false;19
99473949;false;19
39927186;false;19
21974416;false;19
33789265;false;19
76031570;false;19
92375936;false;19
51174702;false;19
42457824;false;19
6214965;false;19
79803050;false;19
69195131;false;19
88834580;false;19
50769867;false;19
88128462;false;19
68216800;false;19
55802145;false;19
72139485;false;19
355030;false;19
16650182;false;19
32055714;false;19
43975627;false;19
78702537;false;19
36466708;false;19
90624416;false;19
24047231;false;19
51915013;false;19
67097056;false;19
30231247;false;19
89460343;false;19
25962728;false;19
68872918;false;19
32927136;false;19
4722078;false;19
81455576;false;19
42792650;false;19
22145100;false;19
6623557;false;19
30099999;false;19
38876244;false;19
40627933;false;19
64875567;false;19
22565710;false;19
87131898;false;19
51650960;false;19
75156396;false;19
51673976;false;19
